age,fnlwgt,education,educational-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,income,Amer-Indian-Eskimo,Asian-Pac-Islander,Black,Other,White,Female,Male,?,Federal-gov,Local-gov,Never-worked,Private,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay
50,96062,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
31,42900,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,37,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
66,275918,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,10605,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,177974,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,3942,0,99,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
38,191455,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,10,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
53,108435,HS-grad,9,Married-civ-spouse,Tech-support,Husband,0,0,40,Italy,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
57,42298,Masters,14,Married-civ-spouse,Exec-managerial,Husband,15024,0,40,United-States,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
64,271094,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,20,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
43,145175,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,42,United-States,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
20,177896,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,0,0,40,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
54,227392,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
36,382859,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,0,0,43,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18,338717,11th,7,Never-married,Handlers-cleaners,Not-in-family,0,0,25,United-States,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
30,455995,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30,201697,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,167334,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
31,159589,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,85,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
47,308242,HS-grad,9,Married-civ-spouse,?,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
63,215833,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
24,374253,HS-grad,9,Separated,Other-service,Not-in-family,0,0,55,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
36,49115,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,7688,0,44,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
43,190044,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
47,418961,Assoc-voc,11,Divorced,Sales,Unmarried,0,0,25,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31,62374,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
22,59184,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42,212206,Masters,14,Married-civ-spouse,?,Wife,0,1887,48,United-States,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
28,425127,9th,5,Married-civ-spouse,Other-service,Other-relative,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
35,111499,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
19,186682,HS-grad,9,Never-married,Other-service,Unmarried,0,0,40,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
34,209538,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
21,43475,HS-grad,9,Never-married,Protective-serv,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
56,32855,HS-grad,9,Divorced,?,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
39,352188,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,299908,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
40,195124,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,Columbia,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
61,181081,HS-grad,9,Divorced,Adm-clerical,Own-child,0,0,20,United-States,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
34,198664,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,15024,0,70,South,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,218249,11th,7,Separated,Adm-clerical,Unmarried,0,0,40,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
47,51835,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,0,1902,60,Honduras,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
40,272960,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,0,0,42,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
51,124963,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
67,127605,Bachelors,13,Married-civ-spouse,Sales,Husband,0,2174,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
53,69372,Doctorate,16,Married-civ-spouse,Sales,Husband,0,0,40,India,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,115161,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24,255252,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
22,121070,Some-college,10,Never-married,?,Own-child,0,0,35,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
38,110713,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
57,180779,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,7298,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
52,23780,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,1977,45,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
49,149218,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33,278736,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,220314,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,Mexico,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24,250978,Some-college,10,Never-married,Transport-moving,Not-in-family,0,0,75,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
42,47012,Some-college,10,Married-civ-spouse,Craft-repair,Husband,7688,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
61,224699,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,0,30,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
54,196307,10th,6,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
24,282604,Some-college,10,Married-civ-spouse,Protective-serv,Other-relative,0,0,24,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
21,165475,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,225544,12th,8,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
48,203576,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
51,248327,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
26,280093,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
36,108293,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,1977,45,United-States,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
46,193047,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,37,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
42,29393,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
42,79586,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69,117525,Assoc-acdm,12,Divorced,?,Unmarried,0,0,1,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
23,148948,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,51744,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,42,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
64,388625,10th,6,Married-civ-spouse,Prof-specialty,Husband,0,0,10,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
35,38948,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,3103,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30,122889,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50,India,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35,82622,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,80,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,157237,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,15024,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
68,229016,HS-grad,9,Married-civ-spouse,?,Wife,0,0,25,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
47,107460,HS-grad,9,Separated,Exec-managerial,Unmarried,0,0,37,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
55,105127,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24,333505,HS-grad,9,Married-spouse-absent,Transport-moving,Own-child,0,0,40,Peru,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
51,521665,Some-college,10,Married-civ-spouse,?,Husband,0,0,24,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
34,223678,HS-grad,9,Never-married,Other-service,Unmarried,0,0,32,United-States,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47,112791,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,352628,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,0,0,50,United-States,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
33,275632,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
22,186573,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,46,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
57,188330,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,78,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
43,221172,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,35,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
50,104729,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,0,0,48,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
27,389713,Some-college,10,Never-married,Sales,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
51,89652,HS-grad,9,Divorced,Adm-clerical,Unmarried,4787,0,24,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
25,198986,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,31350,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
31,194141,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,48,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
29,202558,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
28,64940,Some-college,10,Never-married,Other-service,Own-child,0,0,30,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
38,109594,Bachelors,13,Divorced,Sales,Not-in-family,0,0,70,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
19,145234,Some-college,10,Never-married,?,Own-child,0,0,30,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33,134886,Some-college,10,Never-married,Adm-clerical,Own-child,99999,0,30,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
76,152802,Some-college,10,Married-civ-spouse,?,Husband,0,0,8,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
64,148606,10th,6,Separated,Other-service,Not-in-family,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
49,227800,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,0,0,32,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,125892,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,0,0,40,Poland,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42,141558,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
21,131620,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Own-child,0,0,40,Dominican-Republic,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
26,191797,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,16,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
21,231053,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,258827,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,175759,Bachelors,13,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,454024,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,0,0,35,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33,94193,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
32,117963,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
40,184471,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,116580,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,20,United-States,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
28,248404,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
35,172475,Bachelors,13,Never-married,Exec-managerial,Not-in-family,2977,0,45,United-States,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38,108140,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
40,202692,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,35,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
59,120617,Some-college,10,Never-married,?,Not-in-family,0,0,40,United-States,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
30,176123,10th,6,Never-married,Machine-op-inspct,Other-relative,0,0,40,Vietnam,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
61,313170,HS-grad,9,Widowed,Craft-repair,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,153997,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,1902,40,Puerto-Rico,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
23,434467,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,42,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,124973,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
34,277314,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,0,1902,50,United-States,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
52,294691,HS-grad,9,Married-civ-spouse,?,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
34,341051,Masters,14,Married-civ-spouse,Adm-clerical,Husband,0,0,50,United-States,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
42,155899,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
64,192884,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18,415520,11th,7,Never-married,Craft-repair,Own-child,0,0,20,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33,289442,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
55,107308,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
37,215618,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,0,0,80,United-States,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
52,88073,Bachelors,13,Divorced,Tech-support,Unmarried,0,0,50,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
46,330901,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
29,221977,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
65,95303,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
67,231559,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,20051,0,48,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,167031,Some-college,10,Never-married,Other-service,Other-relative,0,0,25,Ecuador,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
24,289909,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18,146586,HS-grad,9,Never-married,Other-service,Own-child,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
47,34248,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,38,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
50,151143,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
52,110748,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
41,109762,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
51,229225,Masters,14,Divorced,Other-service,Not-in-family,0,0,18,United-States,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
47,102308,Masters,14,Married-civ-spouse,Sales,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,190174,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,30,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
43,160943,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
42,133584,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,El-Salvador,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
18,304169,11th,7,Never-married,Sales,Own-child,0,0,35,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,83601,12th,8,Widowed,?,Unmarried,0,0,70,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
46,186256,Some-college,10,Married-civ-spouse,Sales,Husband,0,1902,55,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
28,229656,Masters,14,Married-civ-spouse,Exec-managerial,Wife,0,1485,40,United-States,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
44,212894,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Greece,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,304871,Some-college,10,Never-married,Exec-managerial,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
49,67001,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
51,202752,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
28,23324,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,478836,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,101094,Some-college,10,Never-married,Protective-serv,Own-child,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
32,116539,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1887,55,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
41,91316,Assoc-acdm,12,Never-married,Other-service,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
32,42485,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
22,27881,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
47,285200,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
48,246891,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
27,122913,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,124090,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
43,133060,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
26,333677,Bachelors,13,Never-married,Exec-managerial,Own-child,2463,0,35,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
59,160662,HS-grad,9,Married-civ-spouse,?,Husband,2407,0,60,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
37,109133,Masters,14,Separated,Exec-managerial,Not-in-family,27828,0,60,Iran,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42,201505,Masters,14,Never-married,Sales,Not-in-family,0,0,65,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
55,325007,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,0,0,25,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
44,353396,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
22,415755,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
28,190836,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,3411,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27,163942,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,35,Ireland,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,48779,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
61,195789,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
22,24008,Some-college,10,Never-married,?,Own-child,0,0,72,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
